0 0 -0.000191606
1 0 -0.000933589
2 0 0.00183504
3 0 0.00177006
4 0 -0.000239845
5 0 0.00188514
6 0 0.00268598
7 0 0.00261699
8 0 -0.00100909
9 0 -0.000188408
10 0 -0.000144299
11 0 0.00104135
12 0 -0.000143984
13 0 0.000676991
14 0 -0.000521056
15 0 0.00241497
16 0 0.000244832
17 0 -0.000881157
18 0 0.00220793
19 0 -0.000646581
20 0 0.00316353
21 0 0.00271481
0 1 0.00265367
1 1 0.00299081
2 1 -0.00101917
3 1 0.00150801
4 1 -0.00053169
5 1 -0.000170397
6 1 0.00148103
7 1 0.000204703
8 1 0.000682599
9 1 0.00266316
10 1 -0.000141576
11 1 0.00222493
12 1 -0.000914423
13 1 0.00112251
14 1 0.00139107
15 1 0.0018456
16 1 0.00266031
17 1 0.00101256
18 1 0.00107298
19 1 0.00225891
20 1 0.00230207
21 1 0.00176318
0 2 -0.00100912
1 2 0.000287568
2 2 0.00105175
3 2 0.00218477
4 2 -0.000554845
5 2 0.00272927
6 2 -0.000613705
7 2 0.00262128
8 2 0.000168807
9 2 0.000280006
10 2 0.00195724
11 2 -0.000572561
12 2 -0.000224272
13 2 0.00268526
14 2 0.00220419
15 2 0.00215109
16 2 0.000678014
17 2 0.00196383
18 2 -0.000962766
19 2 0.000669875
20 2 0.00187999
21 2 0.00275774
0 3 0.00223641
1 3 0.00259419
2 3 0.00161299
3 3 0.000637794
4 3 -0.000126443
5 3 -0.00100789
6 3 -0.000169279
7 3 -0.000126492
8 3 0.00253283
9 3 0.00223482
10 3 0.00300873
11 3 0.00255278
12 3 0.000972091
13 3 0.00149193
14 3 -0.00101629
15 3 0.000262439
16 3 -0.000944033
17 3 0.000183953
18 3 0.00176724
19 3 -0.000587754
20 3 0.00193944
21 3 0.00184135
0 4 0.00130965
1 4 0.000207022
2 4 -0.000985024
3 4 0.000586365
4 4 -0.000610657
5 4 0.00110741
6 4 0.000995368
7 4 0.00179645
8 4 0.000300958
9 4 0.00301663
10 4 -0.000105085
11 4 0.00263422
12 4 0.00110659
13 4 0.000210019
14 4 0.000649373
15 4 0.000629241
16 4 0.00259153
17 4 0.00102264
18 4 0.000225331
19 4 -0.000152535
20 4 0.00146139
21 4 -0.00015099
0 5 0.00147982
1 5 0.00225238
2 5 0.00108904
3 5 0.000663784
4 5 0.0007184
5 5 0.00144291
6 5 0.000294394
7 5 0.00282733
8 5 0.00177768
9 5 -0.000930488
10 5 0.002305
11 5 0.00218432
12 5 0.00197987
13 5 0.000193324
14 5 -0.000491826
15 5 0.000675668
16 5 0.00296742
17 5 0.000638335
18 5 0.00224689
19 5 0.000999576
20 5 -9.28365e-05
21 5 0.00175859
0 6 0.00184166
1 6 0.00261499
2 6 0.000637008
3 6 -0.000986068
4 6 0.00100163
5 6 0.00136948
6 6 0.00231343
7 6 0.000610098
8 6 0.00187808
9 6 0.00100276
10 6 0.000626204
11 6 0.00102325
12 6 0.0029686
13 6 0.00096817
14 6 0.00146936
15 6 0.00262672
16 6 0.000544276
17 6 -0.000564636
18 6 -0.000216039
19 6 0.000268011
20 6 0.000622206
21 6 0.00114268
0 7 0.000606405
1 7 -9.35465e-05
2 7 0.000269178
3 7 -0.000585173
4 7 0.000961698
5 7 0.000213481
6 7 -7.79586e-05
7 7 0.00232842
8 7 0.000243934
9 7 0.00138694
10 7 -0.000506135
11 7 -0.000539492
12 7 -0.000958915
13 7 0.00226597
14 7 0.00298269
15 7 -0.000592658
16 7 0.00257986
17 7 -0.000109502
18 7 0.000196941
19 7 -0.000538852
20 7 0.00187219
21 7 0.00025716
0 8 0.0003229
1 8 0.00228744
2 8 0.00224324
3 8 -0.000179207
4 8 -0.000101815
5 8 0.000250114
6 8 0.0014808
7 8 0.000654943
8 8 0.00269116
9 8 -0.000180585
10 8 0.0022532
11 8 0.00237438
12 8 0.00106164
13 8 0.00258749
14 8 0.000236095
15 8 -0.000534342
16 8 0.00300687
17 8 0.0014959
18 8 0.00270518
19 8 0.00187012
20 8 -0.000631073
21 8 -0.000196218
0 9 0.00189609
1 9 -0.00052013
2 9 -0.000590709
3 9 0.00148402
4 9 0.00107227
5 9 0.00308428
6 9 0.000937772
7 9 0.000986167
8 9 -0.000205775
9 9 0.0018402
10 9 0.00100432
11 9 0.000613364
12 9 0.00175859
13 9 0.00264447
14 9 0.00192461
15 9 -0.000509484
16 9 0.00146924
17 9 -0.000213666
18 9 0.00311095
19 9 0.00263479
20 9 0.00137495
21 9 -0.000585072
0 10 0.00258321
1 10 0.00301919
2 10 0.00135708
3 10 0.00213607
4 10 0.00182744
5 10 -0.000138153
6 10 0.000163071
7 10 -0.000172049
8 10 0.00109185
9 10 0.000235567
10 10 0.00262565
11 10 0.000971238
12 10 -0.000583191
13 10 0.000987773
14 10 0.00101217
15 10 0.000615292
16 10 0.000698624
17 10 0.00144392
18 10 0.00232258
19 10 0.00109439
20 10 0.000246488
21 10 -0.000490218
0 11 0.00177204
1 11 0.00179148
2 11 0.00143599
3 11 0.00196197
4 11 0.00182152
5 11 0.000173583
6 11 0.00106352
7 11 0.000964704
8 11 -0.00102228
9 11 0.000281017
10 11 -0.000543164
11 11 0.00224472
12 11 -0.000903426
13 11 -0.000516703
14 11 0.00191406
15 11 -0.000578734
16 11 0.00231512
17 11 0.00182693
18 11 0.0022534
19 11 0.00310577
20 11 0.000601171
21 11 -0.000140178
0 12 0.00145067
1 12 0.00185057
2 12 0.00281957
3 12 0.00182006
4 12 0.000209089
5 12 0.00216819
6 12 -0.000991896
7 12 0.00192464
8 12 0.00175399
9 12 0.00299262
10 12 0.000990498
11 12 0.000967153
12 12 0.00302697
13 12 0.000308615
14 12 -0.000165957
15 12 -0.000114942
16 12 0.000676957
17 12 -0.000967108
18 12 0.00103819
19 12 0.00278086
20 12 -0.000640008
21 12 0.00138771
0 13 -0.000506802
1 13 0.00113455
2 13 0.00175103
3 13 0.00173302
4 13 0.000187272
5 13 0.00174175
6 13 -0.00065742
7 13 0.00063723
8 13 0.000713681
9 13 0.00104216
10 13 0.00144477
11 13 0.00230346
12 13 -0.0010461
13 13 0.000261581
14 13 0.00106433
15 13 0.000620959
16 13 0.00266065
17 13 0.002632
18 13 0.00219341
19 13 -0.000514527
20 13 -0.000615113
21 13 -0.000949869
0 14 0.000188064
1 14 -0.000585499
2 14 0.00313555
3 14 -0.000152981
4 14 0.00100624
5 14 0.000221588
6 14 -0.000508909
7 14 0.00146815
8 14 -0.000189271
9 14 0.000265055
10 14 0.00188919
11 14 0.00175051
12 14 0.00217698
13 14 0.00271055
14 14 0.00232711
